store_nbr,item_nbr,date,unit_sales,onpromotion,holiday_local_count,holiday_national_count,holiday_regional_count,store_type,store_cluster,item_family,item_class,perishable,store_status,item_status,year,weekday,week_nbr,week_number_cum
10,1149579,2013-01-12,,False,0,1,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,6,2,2
10,103520,2013-01-13,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,7,2,2
10,1149579,2013-01-13,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,7,2,2
10,103520,2013-01-14,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,1,3,3
10,1149579,2013-01-14,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,1,3,3
10,1149579,2013-01-15,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,2,3,3
10,103520,2013-01-15,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,2,3,3
10,103520,2013-01-16,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,3,3,3
10,1149579,2013-01-16,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,3,3,3
10,103520,2013-01-17,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,4,3,3
10,1149579,2013-01-17,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,4,3,3
10,103520,2013-01-18,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,5,3,3
10,1149579,2013-01-18,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,5,3,3
10,1149579,2013-01-19,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,6,3,3
10,103520,2013-01-19,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,6,3,3
10,1149579,2013-01-20,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,7,3,3
10,103520,2013-01-20,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,7,3,3
10,103520,2013-01-21,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,1,4,4
10,1149579,2013-01-21,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,1,4,4
10,1149579,2013-01-22,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,2,4,4
10,103520,2013-01-22,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,2,4,4
10,103520,2013-01-23,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,3,4,4
10,1149579,2013-01-23,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,3,4,4
10,1149579,2013-01-24,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,4,4,4
10,103520,2013-01-24,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,4,4,4
10,103520,2013-01-25,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,5,4,4
10,1149579,2013-01-25,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,5,4,4
10,103520,2013-01-26,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,6,4,4
10,1149579,2013-01-26,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,6,4,4
10,1149579,2013-01-27,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,7,4,4
10,103520,2013-01-27,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,7,4,4
10,103520,2013-01-28,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,1,5,5
10,1149579,2013-01-28,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,1,5,5
10,103520,2013-01-29,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,2,5,5
10,1149579,2013-01-29,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,2,5,5
10,1149579,2013-01-30,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,3,5,5
10,103520,2013-01-30,2.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,3,5,5
10,1149579,2013-01-31,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,4,5,5
10,103520,2013-01-31,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,4,5,5
10,1149579,2013-02-01,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,5,5,5
10,103520,2013-02-01,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,5,5,5
10,103520,2013-02-02,3.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,6,5,5
10,1149579,2013-02-02,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,6,5,5
10,103520,2013-02-03,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,7,5,5
10,1149579,2013-02-03,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,7,5,5
10,1149579,2013-02-04,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,1,6,6
10,103520,2013-02-04,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,1,6,6
10,1149579,2013-02-05,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,2,6,6
10,103520,2013-02-05,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,2,6,6
10,103520,2013-02-06,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,3,6,6
10,1149579,2013-02-06,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,3,6,6
10,1149579,2013-02-07,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,4,6,6
10,103520,2013-02-07,2.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,4,6,6
10,103520,2013-02-08,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,5,6,6
10,1149579,2013-02-08,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,5,6,6
10,103520,2013-02-09,2.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,6,6,6
10,1149579,2013-02-09,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,6,6,6
10,1149579,2013-02-10,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,7,6,6
10,103520,2013-02-10,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,7,6,6
10,103520,2013-02-11,1.0,False,0,1,0,C,15,GROCERY I,1028,0,0,1,2013,1,7,7
10,1149579,2013-02-11,,False,0,1,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,1,7,7
10,1149579,2013-02-12,,False,0,1,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,2,7,7
10,103520,2013-02-12,,False,0,1,0,C,15,GROCERY I,1028,0,0,1,2013,2,7,7
10,1149579,2013-02-13,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,3,7,7
10,103520,2013-02-13,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,3,7,7
10,103520,2013-02-14,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,4,7,7
10,1149579,2013-02-14,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,4,7,7
10,1149579,2013-02-15,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,5,7,7
10,103520,2013-02-15,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,5,7,7
10,1149579,2013-02-16,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,6,7,7
10,103520,2013-02-16,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,6,7,7
10,1149579,2013-02-17,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,7,7,7
10,103520,2013-02-17,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,7,7,7
10,1149579,2013-02-18,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,1,8,8
10,103520,2013-02-18,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,1,8,8
10,103520,2013-02-19,2.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,2,8,8
10,1149579,2013-02-19,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,2,8,8
10,1149579,2013-02-20,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,3,8,8
10,103520,2013-02-20,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,3,8,8
10,103520,2013-02-21,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,4,8,8
10,1149579,2013-02-21,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,4,8,8
10,103520,2013-02-22,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,5,8,8
10,1149579,2013-02-22,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,5,8,8
10,103520,2013-02-23,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,6,8,8
10,1149579,2013-02-23,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,6,8,8
10,1149579,2013-02-24,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,7,8,8
10,103520,2013-02-24,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,7,8,8
10,1149579,2013-02-25,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,1,9,9
10,103520,2013-02-25,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,1,9,9
10,1149579,2013-02-26,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,2,9,9
10,103520,2013-02-26,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,2,9,9
10,1149579,2013-02-27,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,3,9,9
10,103520,2013-02-27,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,3,9,9
10,1149579,2013-02-28,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,4,9,9
10,103520,2013-02-28,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,4,9,9
10,103520,2013-03-01,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,5,9,9
10,1149579,2013-03-01,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,5,9,9
10,103520,2013-03-02,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,6,9,9
10,1149579,2013-03-02,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,6,9,9
10,103520,2013-03-03,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,7,9,9
10,1149579,2013-03-03,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,7,9,9
10,103520,2013-03-04,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,1,10,10
10,1149579,2013-03-04,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,1,10,10
10,1149579,2013-03-05,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,2,10,10
10,103520,2013-03-05,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,2,10,10
10,1149579,2013-03-06,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,3,10,10
10,103520,2013-03-06,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,3,10,10
10,103520,2013-03-07,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,4,10,10
10,1149579,2013-03-07,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,4,10,10
10,103520,2013-03-08,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,5,10,10
10,1149579,2013-03-08,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,5,10,10
10,1149579,2013-03-09,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,6,10,10
10,103520,2013-03-09,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,6,10,10
10,103520,2013-03-10,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,7,10,10
10,1149579,2013-03-10,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,7,10,10
10,1149579,2013-03-11,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,1,11,11
10,103520,2013-03-11,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,1,11,11
10,103520,2013-03-12,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,2,11,11
10,1149579,2013-03-12,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,2,11,11
10,103520,2013-03-13,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,3,11,11
10,1149579,2013-03-13,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,3,11,11
10,1149579,2013-03-14,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,4,11,11
10,103520,2013-03-14,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,4,11,11
10,1149579,2013-03-15,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,3,2013,5,11,11
10,103520,2013-03-15,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,5,11,11
10,1149579,2013-03-16,2.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,6,11,11
10,103520,2013-03-16,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,6,11,11
10,1149579,2013-03-17,6.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,7,11,11
10,103520,2013-03-17,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,7,11,11
10,1149579,2013-03-18,6.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,1,12,12
10,103520,2013-03-18,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,1,12,12
10,1149579,2013-03-19,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,2,12,12
10,103520,2013-03-19,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,2,12,12
10,103520,2013-03-20,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,3,12,12
10,1149579,2013-03-20,8.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,3,12,12
10,103520,2013-03-21,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,4,12,12
10,1149579,2013-03-21,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,4,12,12
10,1149579,2013-03-22,2.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,5,12,12
10,103520,2013-03-22,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,5,12,12
10,1149579,2013-03-23,10.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,6,12,12
10,103520,2013-03-23,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,6,12,12
10,103520,2013-03-24,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,7,12,12
10,1149579,2013-03-24,4.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,7,12,12
10,1149579,2013-03-25,14.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,1,13,13
10,103520,2013-03-25,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,1,13,13
10,103520,2013-03-26,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,2,13,13
10,1149579,2013-03-26,3.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,2,13,13
10,103520,2013-03-27,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,3,13,13
10,1149579,2013-03-27,1.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,3,13,13
10,1149579,2013-03-28,9.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,4,13,13
10,103520,2013-03-28,2.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,4,13,13
10,1149579,2013-03-29,4.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,5,13,13
10,103520,2013-03-29,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,5,13,13
10,103520,2013-03-30,3.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,6,13,13
10,1149579,2013-03-30,7.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,6,13,13
10,1149579,2013-03-31,14.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,7,13,13
10,103520,2013-03-31,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,7,13,13
10,103520,2013-04-01,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,1,14,14
10,1149579,2013-04-01,4.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,1,14,14
10,1149579,2013-04-02,8.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,2,14,14
10,103520,2013-04-02,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,2,14,14
10,103520,2013-04-03,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,3,14,14
10,1149579,2013-04-03,10.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,3,14,14
10,103520,2013-04-04,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,4,14,14
10,1149579,2013-04-04,7.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,4,14,14
10,1149579,2013-04-05,4.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,5,14,14
10,103520,2013-04-05,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,5,14,14
10,103520,2013-04-06,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,6,14,14
10,1149579,2013-04-06,6.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,6,14,14
10,103520,2013-04-07,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,7,14,14
10,1149579,2013-04-07,7.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,7,14,14
10,103520,2013-04-08,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,1,15,15
10,1149579,2013-04-08,9.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,1,15,15
10,1149579,2013-04-09,8.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,2,15,15
10,103520,2013-04-09,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,2,15,15
10,1149579,2013-04-10,1.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,3,15,15
10,103520,2013-04-10,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,3,15,15
10,103520,2013-04-11,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,4,15,15
10,1149579,2013-04-11,11.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,4,15,15
10,1149579,2013-04-12,2.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,5,15,15
10,103520,2013-04-12,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,5,15,15
10,1149579,2013-04-13,12.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,6,15,15
10,103520,2013-04-13,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,6,15,15
10,103520,2013-04-14,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,7,15,15
10,1149579,2013-04-14,1.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,7,15,15
10,103520,2013-04-15,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,1,16,16
10,1149579,2013-04-15,,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,1,16,16
10,1149579,2013-04-16,13.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,2,16,16
10,103520,2013-04-16,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,2,16,16
10,1149579,2013-04-17,2.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,3,16,16
10,103520,2013-04-17,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,3,16,16
10,103520,2013-04-18,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,4,16,16
10,1149579,2013-04-18,5.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,4,16,16
10,1149579,2013-04-19,8.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,5,16,16
10,103520,2013-04-19,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,5,16,16
10,103520,2013-04-20,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,6,16,16
10,1149579,2013-04-20,9.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,6,16,16
10,1149579,2013-04-21,9.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,7,16,16
10,103520,2013-04-21,2.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,7,16,16
10,103520,2013-04-22,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,1,17,17
10,1149579,2013-04-22,5.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,1,17,17
10,1149579,2013-04-23,5.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,2,17,17
10,103520,2013-04-23,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,2,17,17
10,103520,2013-04-24,2.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,3,17,17
10,1149579,2013-04-24,4.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,3,17,17
10,1149579,2013-04-25,11.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,4,17,17
10,103520,2013-04-25,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,4,17,17
10,103520,2013-04-26,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,5,17,17
10,1149579,2013-04-26,8.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,5,17,17
10,1149579,2013-04-27,4.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,6,17,17
10,103520,2013-04-27,6.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,6,17,17
10,1149579,2013-04-28,1.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,7,17,17
10,103520,2013-04-28,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,7,17,17
10,103520,2013-04-29,3.0,False,0,1,0,C,15,GROCERY I,1028,0,0,1,2013,1,18,18
10,1149579,2013-04-29,7.0,False,0,1,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,1,18,18
10,1149579,2013-04-30,6.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,2,18,18
10,103520,2013-04-30,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,2,18,18
10,103520,2013-05-01,,False,0,1,0,C,15,GROCERY I,1028,0,0,1,2013,3,18,18
10,1149579,2013-05-01,8.0,False,0,1,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,3,18,18
10,1149579,2013-05-02,2.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,4,18,18
10,103520,2013-05-02,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,4,18,18
10,103520,2013-05-03,2.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,5,18,18
10,1149579,2013-05-03,4.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,5,18,18
10,1149579,2013-05-04,11.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,6,18,18
10,103520,2013-05-04,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,6,18,18
10,1149579,2013-05-05,7.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,7,18,18
10,103520,2013-05-05,4.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,7,18,18
10,103520,2013-05-06,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,1,19,19
10,1149579,2013-05-06,8.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,1,19,19
10,1149579,2013-05-07,4.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,2,19,19
10,103520,2013-05-07,,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,2,19,19
10,1149579,2013-05-08,6.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,3,19,19
10,103520,2013-05-08,3.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,3,19,19
10,103520,2013-05-09,4.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,4,19,19
10,1149579,2013-05-09,11.0,False,0,0,0,C,15,BREAD/BAKERY,2708,1,0,1,2013,4,19,19
10,103520,2013-05-10,1.0,False,0,0,0,C,15,GROCERY I,1028,0,0,1,2013,5,19,19
